Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
naoqi_driver2,ros-naoqi,ROS2 driver for NAO and Pepper robots,https://github.com/ros-naoqi/naoqi_driver2,1336,18,16,10,,Apache-2.0,True,False,False,False,False,True,good first issue,20,962,2015-01-13T15:34:01Z,5,101,0,code,Organization,1336,5,18,C++;Python;CMake;Shell;Dockerfile;Promela,1,3,5,9,1,65.28,8.02,22.9,0.69,0.38,0.43,7.56,0.0,0.0,42,ros-naoqi/naoqi_driver2,humble,
ndt_omp,koide3,Multi-threaded and SSE friendly NDT algorithm,https://github.com/koide3/ndt_omp,1721,829,368,32,matching;multithreading;ndt;ndt-algorithm;pcl;point-cloud;registration;ros;scan-matching,BSD-2-Clause,True,False,False,False,False,True,good first issue,14,63,2017-10-31T08:35:56Z,11,3482,0,code,User,1721,19,829,C++;Dockerfile;CMake,4,20,25,28,20,37.99,122.88,0.64,0.17,3.76,8.46,1.92,0.0,0.0,98,koide3/ndt_omp,humble,
nebula,tier4,"A universal LiDAR and radar driver for ROS 2, supporting Hesai, Velodyne, Robosense and Continental sensors.",https://github.com/tier4/nebula,48678,100,86,38,ars548;autoware;continental;hesai;lidar;radar;robosense;ros2;velodyne,Apache-2.0,True,False,False,True,False,True,good first issue,38,295,2021-12-17T05:21:19Z,8,432,0,config,Organization,48678,32,100,C++;Python;CMake;Shell,23,274,333,15,39,31.77,95.67,5.78,0.75,1.69,1.96,7.32,0.0,0.0,51,tier4/nebula,humble,
neo_nav2_bringup,neobotix,Common nav2 bringup package for all the neobotix robots,https://github.com/neobotix/neo_nav2_bringup,67,6,8,9,,Apache-2.0,True,False,False,False,False,True,good first issue,2,30,2021-10-19T14:48:18Z,1,2,0,docs,Organization,67,2,6,Python;CMake,1,8,10,8,17,4.12,247.35,0.57,0.04,0.15,0.11,0.22,0.0,0.0,53,neobotix/neo_nav2_bringup,humble|jazzy|kilted,
network_bridge,brow1633,"C++ package for bridging ROS2 over UDP, TCP, or a custom implemented network interface",https://github.com/brow1633/network_bridge,137,42,6,3,ros2;ros2-bridge;ros2-foxy;ros2-galactic;ros2-humble;ros2-iron;ros2-jazzy;ros2-rolling;tcp;udp,MIT,True,False,False,False,False,True,good first issue,2,83,2024-05-31T03:28:47Z,2,53,0,config,User,137,1,42,C++;Python;CMake,0,9,10,3,5,0.41,276.96,3.77,0.18,0.27,1.91,4.98,0.0,0.0,22,brow1633/network_bridge,humble|jazzy|kilted,
network_interface,astuff,A platform-agnostic network interface for TCP and UDP communications. Intended for use with ROS nodes.,https://github.com/astuff/network_interface,124,11,12,3,ros;tcp-communication;udp-communication,MIT,True,False,False,False,False,True,good first issue,10,124,2017-01-06T19:04:18Z,6,328,0,code,Organization,124,4,11,C++;CMake,0,31,33,3,9,5.33,44.15,1.22,0.14,0.12,0.11,0.33,0.0,0.0,102,astuff/network_interface,humble,
nicla_vision_ros2,ADVRHumanoids,ROS2 interface for the Arduino Nicla Vision board,https://github.com/ADVRHumanoids/nicla_vision_ros2,1341,10,2,0,arduino;gazebo;micropython;nicla-vision;ros2;sensors-data-collection,Apache-2.0,True,True,False,False,False,True,good first issue,2,52,2024-05-30T16:39:06Z,2,203,0,docs,Organization,1341,2,10,Python;CMake,0,0,0,0,0,,,2.36,0.09,0.09,0.45,7.08,0.62,0.0,22,ADVRHumanoids/nicla_vision_ros2,humble|jazzy,
nlohmann_json_schema_validator_vendor,open-rmf,A vendoring package for https://github.com/pboettch/json-schema-validator,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,50,0,3,2,,,True,False,False,False,False,True,good first issue,5,25,2021-10-07T07:07:32Z,3,211,0,docs,Organization,50,9,0,CMake,0,16,17,2,1,7.38,0.64,0.47,0.11,0.06,0.0,0.26,0.0,0.0,53,open-rmf/nlohmann_json_schema_validator_vendor,humble|jazzy|kilted,
nmea_hardware_interface,OUXT-Polaris,mea_to_geopose with ros2_control,https://github.com/OUXT-Polaris/nmea_hardware_interface,63,0,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,5,58,2021-09-15T09:17:38Z,1,2,0,docs,Organization,63,4,0,C++;Python;CMake,1,17,19,0,2,12.87,0.0,1.07,0.09,0.02,0.0,0.06,0.62,0.0,54,OUXT-Polaris/nmea_hardware_interface,humble|jazzy|kilted,
nmea_msgs,ros-drivers,nmea_msgs is a ROS package containing messages related to the NMEA standard,https://github.com/ros-drivers/nmea_msgs,24,37,28,0,gnss;gps;messages;nmea;ros,,True,False,False,False,False,False,,7,24,2013-07-21T17:52:28Z,1,1,0,docs,Organization,24,9,37,CMake,0,12,12,0,12,32.35,223.68,0.16,0.06,0.18,0.24,0.14,0.0,0.0,152,ros-drivers/nmea_msgs,humble|jazzy|kilted,
nmea_navsat_driver,ros-drivers,ROS package containing drivers for NMEA devices that can output satellite navigation data (e.g. GPS or GLONASS).,https://github.com/ros-drivers/nmea_navsat_driver,148,274,299,14,gps;hardware-drivers;python;robotics;ros,BSD-3-Clause,True,False,False,False,False,False,,16,70,2013-07-21T18:36:49Z,5,240,0,config,Organization,148,13,274,Python;CMake,6,66,83,8,94,145.14,258.03,0.46,0.11,1.97,1.8,0.31,0.0,0.0,152,ros-drivers/nmea_navsat_driver,humble|jazzy|kilted,
nobleo_socketcan_bridge,nobleo,Simple wrapper around SocketCAN for ROS 2,https://github.com/nobleo/nobleo_socketcan_bridge,40,9,3,0,ros2;socketcan,Apache-2.0,True,False,False,False,False,True,good first issue,5,34,2024-04-29T11:33:38Z,2,203,0,docs,Organization,40,3,9,C++;CMake,0,27,27,0,1,0.77,1.95,1.48,0.22,0.13,0.39,1.59,0.0,0.0,23,nobleo/nobleo_socketcan_bridge,humble|jazzy|kilted,
nodl_to_policy,osrf,,https://github.com/osrf/nodl_to_policy,96,0,1,2,,Apache-2.0,True,True,False,False,False,True,good first issue,3,44,2021-06-02T22:58:18Z,2,208,0,docs,Organization,96,2,0,Python,1,6,7,1,0,2.57,,0.77,0.07,0.02,0.0,1.84,0.89,0.0,57,osrf/nodl_to_policy,humble|jazzy|kilted,
ntpd_driver,vooon,This node convert ROS TimeReference message to ntpd-shm format.,https://github.com/vooon/ntpd_driver,60,18,7,1,ntpd;ntpd-driver;ros;ros-node;shm,BSD-3-Clause,True,True,False,False,False,False,,2,68,2014-06-27T19:48:22Z,4,261,0,config,User,60,1,18,C++;Python;CMake,0,1,1,1,8,0.11,188.79,0.48,0.01,0.05,0.13,1.28,0.16,0.0,141,vooon/ntpd_driver,humble|jazzy|kilted,
ntrip_client,LORD-MicroStrain,ROS NTRIP client,https://github.com/LORD-MicroStrain/ntrip_client,85,103,82,23,nmea-sentences;ntrip;ntripclient;ros;ros-melodic;ros-noetic;ros2-foxy;ros2-galactic;rtcm,Other,True,False,False,False,False,True,good first issue,4,36,2021-11-30T22:37:55Z,18,797,0,code,Organization,85,7,103,Python;Makefile;CMake,9,28,37,14,8,96.17,70.83,0.69,0.1,1.58,1.98,5.52,0.0,0.0,52,LORD-MicroStrain/ntrip_client,humble|jazzy|kilted,
numpy_ndarray_msgs,Geson-anko,A ROS2 package for transmitting NumPy ndarrays between ROS2 nodes.,https://github.com/Geson-anko/numpy_ndarray_msgs,110,2,0,0,messaging;numpy;python;ros2,MIT,True,True,False,True,False,True,good first issue,1,73,2025-02-21T00:36:44Z,6,113,0,code,User,110,2,2,Python;CMake;Shell;Dockerfile;Makefile,0,5,5,0,0,0.01,,5.62,0.08,0.0,0.15,2.23,2.13,0.0,13,Geson-anko/numpy_ndarray_msgs,humble|jazzy,
octomap_msgs,octomap,ROS package to provide messages and serializations / conversion for the OctoMap library,https://github.com/OctoMap/octomap_msgs,40,39,54,2,,,True,False,False,False,False,False,,7,60,2012-04-19T08:19:46Z,8,80,0,config,Organization,40,5,39,C++;CMake,1,6,10,1,13,54.2,93.28,0.38,0.06,0.34,0.25,0.34,0.0,0.0,158,OctoMap/octomap_msgs,humble|jazzy|kilted,
octomap_ros,OctoMap,ROS package to provide conversion functions between ROS / PCL and OctoMap's native types.,https://github.com/OctoMap/octomap_ros,58,103,51,1,,,True,False,False,False,False,False,,5,54,2012-02-20T17:44:04Z,14,856,0,code,Organization,58,7,103,C++;CMake,0,7,10,1,9,28.93,65.18,0.34,0.05,0.32,0.65,0.41,0.0,0.0,158,OctoMap/octomap_ros,humble|jazzy|kilted,
octomap_rviz_plugins,OctoMap,RViz display plugins for visualizing octomap messages in ROS,https://github.com/OctoMap/octomap_rviz_plugins,235,108,72,2,,BSD-3-Clause,True,True,False,False,False,False,,17,114,2012-07-30T15:42:02Z,1,0,0,docs,Organization,235,9,108,C++;CMake,2,29,31,0,19,49.6,593.51,0.7,0.13,0.44,0.66,0.31,0.89,0.0,164,OctoMap/octomap_rviz_plugins,humble|jazzy|kilted,
odom_to_tf_ros2,gstavrinos,A simple ros2 node that reads an odom topic and generates the equivalent tf connection,https://github.com/gstavrinos/odom_to_tf_ros2,40,10,10,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,37,2021-07-16T09:11:19Z,3,63,0,config,User,40,1,10,C++;CMake;Python,0,4,4,1,2,98.55,1.18,0.66,0.07,0.18,0.18,0.87,0.0,0.0,56,gstavrinos/odom_to_tf_ros2,humble|jazzy|kilted,
perception_open3d,ros-perception,"Open3D analog to perception_pcl, containing conversion functions from Open3D to/from ROS types",https://github.com/ros-perception/perception_open3d,2261,170,35,8,,Apache-2.0,True,False,False,False,False,True,good first issue,5,13,2020-07-27T18:31:06Z,1,201,0,other,Organization,2261,10,170,C++;C;CMake,1,16,18,7,8,20.58,214.1,0.19,0.07,0.51,2.5,0.31,0.0,0.0,68,ros-perception/perception_open3d,humble|jazzy|kilted,
openarm_ros2,reazon-research,ROS2 packages for OpenArm,https://github.com/enactic/openarm_ros2,70042,79,56,9,moveit2;ros2;ros2-control;urdf,Apache-2.0,True,True,True,False,False,True,good first issue,15,118,2025-02-07T09:22:54Z,48,1839,0,code,Organization,70042,6,79,Python;C++;CMake;C;Shell;Dockerfile,2,52,56,7,15,3.96,26.76,9.08,1.15,4.31,6.08,0.69,0.65,5.36,13,enactic/openarm_ros2,humble,
openeb_vendor,ros-event-camera,wrapper package around prophesee openeb library,https://github.com/ros-event-camera/openeb_vendor,29,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,13,2024-05-08T10:27:04Z,5,309,0,config,Organization,29,2,0,CMake,0,2,2,0,2,0.04,2.08,0.59,0.05,0.0,0.0,0.38,0.0,0.0,22,ros-event-camera/openeb_vendor,humble|jazzy|kilted,
openni2_camera,ros-drivers,ROS wrapper for openni 2.0,https://github.com/ros-drivers/openni2_camera,278,67,101,12,drivers;rgbd;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,27,244,2013-04-24T00:55:00Z,18,1757,0,code,Organization,278,14,67,C++;Python;Makefile;CMake;C,0,62,72,12,63,160.71,337.57,1.57,0.22,0.65,0.43,1.68,0.0,0.0,155,ros-drivers/openni2_camera,humble|jazzy|kilted,
osqp_vendor,tier4,Vendor package for OSQP,https://github.com/tier4/osqp_vendor,22,5,7,4,,Apache-2.0,True,True,False,False,False,True,good first issue,4,21,2020-10-15T10:36:53Z,2,202,0,docs,Organization,22,7,5,CMake,0,9,17,4,3,147.05,45.73,0.32,0.08,0.11,0.08,0.06,0.62,0.0,65,tier4/osqp_vendor,humble|jazzy|kilted,
osrf_pycommon,osrf,"Commonly needed Python modules, used by Python software developed at OSRF",https://github.com/osrf/osrf_pycommon,218,8,21,7,,Apache-2.0,True,False,False,False,False,False,,21,196,2014-05-08T23:11:16Z,3,259,0,config,Organization,218,17,8,Python,4,80,90,3,13,31.0,397.59,1.38,0.15,0.15,0.06,0.5,0.0,0.0,142,osrf/osrf_pycommon,humble|jazzy|kilted,
osrf_testing_tools_cpp,osrf,Common testing tools for C++ which are used for testing in various OSRF projects.,https://github.com/osrf/osrf_testing_tools_cpp,6587,38,33,10,,Apache-2.0,True,False,False,False,False,True,good first issue,22,123,2017-04-19T19:37:35Z,7,705,0,code,Organization,6587,11,38,C++;CMake,6,52,65,4,21,26.99,103.34,1.28,0.24,0.34,0.4,9.86,0.0,0.0,96,osrf/osrf_testing_tools_cpp,humble|jazzy|kilted,
pal_gazebo_plugins,pal-robotics,Common Gazebo v1.9+ plugins used by the PAL Robotics robots,https://github.com/pal-robotics/pal_gazebo_plugins,213,2,22,2,,Apache-2.0,True,True,False,False,False,False,,9,175,2013-04-02T15:21:09Z,19,2467,0,code,Organization,213,10,2,C++;CMake,0,5,7,2,4,408.53,0.49,1.13,0.12,0.14,0.01,0.1,2.73,0.0,155,pal-robotics/pal_gazebo_plugins,humble,
pal_gazebo_worlds,pal-robotics,,https://github.com/pal-robotics/pal_gazebo_worlds,12981,19,13,2,,Apache-2.0,False,True,False,False,False,True,good first issue,7,333,2017-10-09T14:28:56Z,131,18597,0,config,Organization,12981,8,19,Python;CMake,1,0,0,1,0,,,3.4,0.21,0.13,0.19,0.0,2.73,0.0,98,pal-robotics/pal_gazebo_worlds,humble,
pal_maps,pal-robotics,,https://github.com/pal-robotics/pal_maps,208,1,2,0,,Apache-2.0,False,True,False,False,False,True,good first issue,0,45,2024-04-24T14:35:16Z,12,72,0,config,Organization,208,6,1,CMake,0,0,0,0,0,,,1.96,0.17,0.09,0.04,0.0,2.73,0.0,23,pal-robotics/pal_maps,humble,
pal_sea_arm_moveit_config,pal-robotics,,https://github.com/pal-robotics/pal_sea_arm_moveit_config,68,0,2,0,,Apache-2.0,True,True,False,False,False,True,good first issue,7,52,2023-09-29T12:28:05Z,1,1,0,docs,Organization,68,6,0,Python;Shell;EmberScript;CMake,0,0,0,0,0,,,4.33,0.67,0.17,0.0,0.0,2.73,0.0,12,pal-robotics/pal_sea_arm_moveit_config,humble,
pal_urdf_utils,pal-robotics,,https://github.com/pal-robotics/pal_urdf_utils,3907,1,4,0,,Apache-2.0,False,True,False,False,False,True,good first issue,10,143,2018-04-17T09:23:57Z,0,0,0,other,Organization,3907,6,1,CMake,0,0,0,0,0,,,4.93,0.52,0.14,0.03,0.0,2.73,0.0,29,pal-robotics/pal_urdf_utils,humble,
Pangolin,stevenlovegrove,Pangolin is a lightweight portable rapid development library for managing OpenGL display / interaction and abstracting video input.,https://github.com/stevenlovegrove/Pangolin,50497,2685,899,49,,MIT,True,False,False,False,False,False,,70,2169,2010-11-19T22:19:24Z,12,1865,0,config,User,50497,57,2685,C++;C;CMake;Shell;Objective-C++;GLSL;Objective-C,6,245,348,43,606,80.01,352.96,11.79,0.56,4.89,14.59,12.55,0.0,0.0,184,stevenlovegrove/Pangolin,humble|jazzy|kilted,
parameter_expression,ForteFibre,Using mathematical expression in ROS 2 parameter,https://github.com/ForteFibre/parameter_expression,22,7,0,0,ros2,Apache-2.0,True,False,False,False,False,True,good first issue,1,10,2025-03-13T15:52:30Z,9,451,0,code,Organization,22,0,7,C++;CMake,0,2,2,0,0,1.95,,0.83,0.08,0.0,0.58,4.59,0.0,0.0,12,ForteFibre/parameter_expression,humble|jazzy,
pcl_msgs,ros-perception,ROS package containing PCL-related messages ,https://github.com/ros-perception/pcl_msgs,18,11,26,0,,BSD-3-Clause,True,False,False,False,False,False,,9,27,2012-11-27T01:48:23Z,6,54,0,config,Organization,18,10,11,CMake,0,9,10,0,12,93.23,14.95,0.17,0.06,0.16,0.07,0.06,0.0,0.0,160,ros-perception/pcl_msgs,humble|jazzy|kilted,
pepper_meshes2,ros-naoqi,Pepper robot meshes for ROS2,https://github.com/ros-naoqi/pepper_meshes2,22,3,2,2,,Other,True,False,False,False,False,True,good first issue,2,20,2022-09-10T01:57:26Z,1,2,0,docs,Organization,22,7,3,Shell;CMake,1,1,1,1,0,4.52,,0.48,0.05,0.05,0.07,2.15,0.0,0.0,42,ros-naoqi/pepper_meshes2,humble,
performance_test_fixture,ros2,Test fixture and CMake macro for using osrf_testing_tools_cpp with Google Benchmark,https://github.com/ros2/performance_test_fixture,70,10,5,2,,Apache-2.0,True,True,False,False,False,True,good first issue,10,47,2020-07-16T20:50:32Z,0,0,0,other,Organization,70,18,10,C++;CMake;C,1,25,26,1,4,51.07,3.57,0.69,0.15,0.07,0.15,1.22,0.89,0.0,68,ros2/performance_test_fixture,humble|jazzy|kilted,
ros2_persist_parameter_server,fujitatomoya,ROS2 parameter server which caches parameter into the storage if necessary and reload it during initialization.,https://github.com/fujitatomoya/ros2_persist_parameter_server,3380,115,22,3,,Apache-2.0,True,True,False,False,False,True,good first issue,8,75,2019-11-18T05:22:36Z,1,2,0,docs,User,3380,5,115,HTML;C++;Python;Shell;CMake;Dockerfile,0,39,42,3,27,10.66,162.39,0.99,0.11,0.29,1.51,18.61,0.89,0.0,76,fujitatomoya/ros2_persist_parameter_server,humble|jazzy|kilted,
ros2-phone-sensors,vtalpaert,"While many projects exist to control your robot from your phone, this project is the other way around; your phone is the robot' sensors ! Using a webpage served from a ROS node, your phone browser sends camera feed, IMU and GPS so that you may integrate the phone onto a mobile base",https://github.com/vtalpaert/ros2-phone-sensors,1476,4,0,0,gps-sensor;imu-sensor;phone-sensors;ros2;server,,True,False,False,False,False,True,good first issue,1,50,2024-11-22T22:04:54Z,12,347,0,code,User,1476,3,4,Python;JavaScript;HTML;Shell;CSS,0,0,0,0,0,,,3.12,0.06,0.0,0.25,9.93,0.0,0.0,16,vtalpaert/ros2-phone-sensors,humble|jazzy|kilted,
pick_ik,PickNikRobotics,Inverse Kinematics solver for MoveIt,https://github.com/PickNikRobotics/pick_ik,223,90,25,9,,BSD-3-Clause,True,False,False,False,False,True,good first issue,10,134,2022-08-22T03:02:21Z,27,1418,0,code,Organization,223,11,90,C++;CMake;Dockerfile,0,47,50,9,20,10.29,39.33,3.19,0.26,0.6,2.14,1.59,0.0,0.0,42,PickNikRobotics/pick_ik,humble|jazzy|kilted,
pinocchio,stack-of-tasks,A fast and flexible implementation of Rigid Body Dynamics algorithms and their analytical derivatives,https://github.com/stack-of-tasks/pinocchio,32726,3126,501,100,analytical-derivatives;automatic-differentiation;c-plus-plus;casadi;code-generation;conda;cppad;dynamics;fcl;kinematics;motion-planning;pinocchio;python;rigid-body-dynamics;robotics;ros;urdf,BSD-2-Clause,True,False,False,True,False,False,,72,9965,2014-08-18T08:03:36Z,25,2038,3,code,Organization,32726,66,3126,C++;Python;CMake;Nix;Shell;Batchfile,6,1282,1404,94,1085,6.56,52.16,72.74,0.74,3.66,22.82,22.71,0.0,0.0,137,stack-of-tasks/pinocchio,humble|jazzy|kilted,
PlotJuggler,facontidavide,The Time Series Visualization Tool that you deserve.,https://github.com/facontidavide/PlotJuggler,53497,5722,761,145,chart;csv;labstreaminglayer;lua;mqtt;plot;px4;qt5;ros;rosbag;time-series;ulog;visualize-data,MPL-2.0,True,False,False,False,False,False,,129,2654,2016-03-01T21:05:42Z,2,702,0,config,User,53497,89,5722,C++;CMake;C;Python;Shell;QMake;Nix;Qt Script;Dockerfile;HTML;Batchfile,5,316,443,140,642,41.17,128.98,22.12,1.14,6.34,47.68,6.77,0.0,0.0,120,facontidavide/PlotJuggler,humble|jazzy|kilted,
plotjuggler_msgs,facontidavide,Special ROS messages to send custom datapoints to PlotJuggler ,https://github.com/PlotJuggler/plotjuggler_msgs,17,9,9,1,,MIT,True,False,False,False,False,True,good first issue,3,32,2020-05-09T20:09:38Z,3,55,0,config,User,17,1,9,C++;CMake,1,2,3,0,2,434.91,227.4,0.46,0.04,0.13,0.13,0.07,0.0,0.0,70,PlotJuggler/plotjuggler_msgs,humble|jazzy|kilted,
plotjuggler-ros-plugins,PlotJuggler,Many PlotJuggler plugins for ROS and ROS2.,https://github.com/PlotJuggler/plotjuggler-ros-plugins,537,130,59,15,,AGPL-3.0,True,False,False,False,False,True,good first issue,13,153,2020-10-16T15:04:53Z,3,694,0,config,Organization,537,3,130,C++;CMake,2,27,40,13,55,64.03,206.1,2.35,0.23,0.91,2.0,1.39,0.0,0.0,65,PlotJuggler/plotjuggler-ros-plugins,humble|jazzy|kilted,
pointcloud_to_laserscan,ros-perception,Converts a 3D Point Cloud into a 2D laser scan.,https://github.com/ros-perception/pointcloud_to_laserscan,44,559,365,12,,BSD-3-Clause,True,False,False,False,False,False,,10,41,2015-06-08T14:31:06Z,9,623,0,code,Organization,44,10,559,C++;Python;C;CMake,4,18,31,8,62,133.42,198.31,0.32,0.09,2.83,4.33,2.87,0.0,0.0,129,ros-perception/pointcloud_to_laserscan,humble|jazzy|kilted,
popf,fmrico,"The POPF planner from KCL planning group with some modifications to make it work with ""modern"" compilers...",https://github.com/fmrico/popf,923,23,8,5,,GPL-2.0,True,False,False,False,False,False,,2,74,2016-04-26T08:27:05Z,189,108653,0,code,User,923,5,23,C++;Yacc;CMake;C;Lex;Perl,0,3,3,5,3,5.33,3.55,0.62,0.03,0.07,0.19,3.84,0.0,0.0,119,fmrico/popf,humble|jazzy|kilted,
pose_cov_ops,mrpt-ros-pkg,ROS library for spatial transformations with uncertainty (MRPT wrapper),https://github.com/mrpt-ros-pkg/pose_cov_ops,148,17,6,1,,BSD-3-Clause,True,True,False,False,False,False,,5,135,2014-12-23T11:41:34Z,1,2,0,docs,Organization,148,5,17,C++;CMake,0,3,4,1,8,0.47,20.42,1.0,0.04,0.04,0.13,3.31,0.36,0.0,135,mrpt-ros-pkg/pose_cov_ops,humble|jazzy|kilted,
proto2ros,bdaiinstitute,Protobuf / ROS 2 interoperability layer,https://github.com/bdaiinstitute/proto2ros,140,80,10,0,,MIT,True,True,False,True,False,True,good first issue,3,17,2024-10-31T13:43:50Z,1,21,0,other,Organization,140,6,80,Python;C++;Jinja;CMake;Dockerfile,0,16,16,0,0,1.38,,1.0,0.18,0.59,4.71,1.24,6.77,0.0,17,bdaiinstitute/proto2ros,humble|jazzy,
proxsuite,Simple-Robotics,The Advanced Proximal Optimization Toolbox,https://github.com/Simple-Robotics/proxsuite,155848,543,72,19,cpp;eigen3;linear-programming;optimization;proximal-algorithms;quadratic-programming;robotics,BSD-2-Clause,True,False,False,False,False,True,good first issue,23,2132,2021-08-03T10:00:10Z,0,0,0,other,Organization,155848,16,543,C++;Python;CMake;Nix;MATLAB,3,278,303,16,80,5.05,31.61,46.35,0.61,1.57,11.8,11.31,0.0,0.0,46,Simple-Robotics/proxsuite,humble|jazzy|kilted,
ptz_action_server,clearpathrobotics,Action server interface for common PTZ cameras and PTU devices,https://github.com/clearpathrobotics/ptz_action_server,85,0,1,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,47,2023-03-27T18:29:55Z,2,30,0,docs,Organization,85,4,0,Python;CMake,0,6,6,0,0,5.09,,1.31,0.06,0.03,0.0,2.54,0.0,0.0,36,clearpathrobotics/ptz_action_server,humble|jazzy,
px4_msgs,PX4,ROS/ROS2 messages that match the uORB messages counterparts on the PX4 Firmware,https://github.com/PX4/px4_msgs,611,129,208,18,,BSD-3-Clause,True,True,False,False,False,True,good first issue,13,582,2019-01-21T12:32:14Z,2,31,0,docs,Organization,611,11,129,CMake,3,22,32,15,17,32.7,30.47,6.77,0.15,2.42,1.5,4.7,0.72,0.0,86,PX4/px4_msgs,humble|jazzy|kilted,
